File,Start Line,End Line,Api,Type,Tips
pyabsa\core\apc\classic\__glove__\layers\attention.py,76,76,torch.unsqueeze,SUPPORTED,"The corresponding api of ""torch.unsqueeze"" is ""mindspore.ops.ExpandDims"", will be converted to ""x2ms_adapter.unsqueeze"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,77,77,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,79,79,torch.nn.functional.tanh,SUPPORTED,"""torch.nn.functional.tanh"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.nn_functional.tanh"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,79,79,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,81,81,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,83,83,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,86,86,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,87,87,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,88,88,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,88,88,torch.split,SUPPORTED,"The corresponding api of ""torch.split"" is ""mindspore.ops.Split"", will be converted to ""x2ms_adapter.split"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,101,101,torch.nn.Parameter,SUPPORTED,"The corresponding api of ""torch.nn.Parameter"" is ""mindspore.Parameter"", will be converted to ""mindspore.Parameter"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\attention.py,101,101,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,11,11,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,38,38,torch.nn.LSTM,SUPPORTED,"The corresponding api of ""torch.nn.LSTM"" is ""mindspore.nn.LSTM"", will be converted to ""x2ms_nn.LSTM"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,42,42,torch.nn.GRU,SUPPORTED,"The corresponding api of ""torch.nn.GRU"" is ""mindspore.nn.GRU"", will be converted to ""x2ms_nn.GRU"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,46,46,torch.nn.RNN,SUPPORTED,"""torch.nn.RNN"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.RNN"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,59,59,torch.sort,SUPPORTED,"The corresponding api of ""torch.sort"" is ""mindspore.ops.Sort"", will be converted to ""x2ms_adapter.sort"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,60,60,torch.sort,SUPPORTED,"The corresponding api of ""torch.sort"" is ""mindspore.ops.Sort"", will be converted to ""x2ms_adapter.sort"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,64,64,torch.nn.utils.rnn.pack_padded_sequence,SUPPORTED,"""torch.nn.utils.rnn.pack_padded_sequence"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.pack_padded_sequence"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,73,73,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,75,75,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,81,81,torch.nn.utils.rnn.pad_packed_sequence,SUPPORTED,"""torch.nn.utils.rnn.pad_packed_sequence"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.pad_packed_sequence"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,86,86,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\dynamic_rnn.py,88,88,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\point_wise_feed_forward.py,9,9,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\point_wise_feed_forward.py,16,16,torch.nn.Conv1d,SUPPORTED,"The corresponding api of ""torch.nn.Conv1d"" is ""mindspore.nn.Conv1d"", will be converted to ""x2ms_nn.Conv1d"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\point_wise_feed_forward.py,17,17,torch.nn.Conv1d,SUPPORTED,"The corresponding api of ""torch.nn.Conv1d"" is ""mindspore.nn.Conv1d"", will be converted to ""x2ms_nn.Conv1d"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\point_wise_feed_forward.py,18,18,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\point_wise_feed_forward.py,19,19,torch.nn.ReLU,SUPPORTED,"The corresponding api of ""torch.nn.ReLU"" is ""mindspore.nn.ReLU"", will be converted to ""x2ms_nn.ReLU"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\squeeze_embedding.py,11,11,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\squeeze_embedding.py,28,28,torch.sort,SUPPORTED,"The corresponding api of ""torch.sort"" is ""mindspore.ops.Sort"", will be converted to ""x2ms_adapter.sort"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\squeeze_embedding.py,29,29,torch.sort,SUPPORTED,"The corresponding api of ""torch.sort"" is ""mindspore.ops.Sort"", will be converted to ""x2ms_adapter.sort"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\squeeze_embedding.py,33,33,torch.nn.utils.rnn.pack_padded_sequence,SUPPORTED,"""torch.nn.utils.rnn.pack_padded_sequence"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.pack_padded_sequence"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\layers\squeeze_embedding.py,35,35,torch.nn.utils.rnn.pad_packed_sequence,SUPPORTED,"""torch.nn.utils.rnn.pad_packed_sequence"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.pad_packed_sequence"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,19,19,torch.nn.Embedding.from_pretrained,SUPPORTED,"""torch.nn.Embedding.from_pretrained"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.Embedding.from_pretrained"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,19,19,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,19,19,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,22,22,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,27,27,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,28,28,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,33,33,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,34,34,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,35,35,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,36,36,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,38,38,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,39,39,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\aoa.py,39,39,torch.transpose,SUPPORTED,"The corresponding api of ""torch.transpose"" is ""mindspore.ops.Transpose"", will be converted to ""x2ms_adapter.transpose"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,22,22,torch.nn.Parameter,SUPPORTED,"The corresponding api of ""torch.nn.Parameter"" is ""mindspore.Parameter"", will be converted to ""mindspore.Parameter"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,22,22,torch.FloatTensor,SUPPORTED,"""torch.FloatTensor"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.FloatTensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,24,24,torch.nn.Parameter,SUPPORTED,"The corresponding api of ""torch.nn.Parameter"" is ""mindspore.Parameter"", will be converted to ""mindspore.Parameter"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,24,24,torch.FloatTensor,SUPPORTED,"""torch.FloatTensor"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.FloatTensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,29,29,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,30,30,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,31,31,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,38,38,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,44,44,torch.nn.Embedding.from_pretrained,SUPPORTED,"""torch.nn.Embedding.from_pretrained"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.Embedding.from_pretrained"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,44,44,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,44,44,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,48,48,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,49,49,torch.nn.Dropout,SUPPORTED,"The corresponding api of ""torch.nn.Dropout"" is ""mindspore.nn.Dropout"", will be converted to ""x2ms_nn.Dropout"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,68,68,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,68,68,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,82,82,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,82,82,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,87,87,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,88,88,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,89,89,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,90,90,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,96,96,torch.nn.functional.relu,SUPPORTED,"The corresponding api of ""torch.nn.functional.relu"" is ""mindspore.ops.ReLU"", will be converted to ""x2ms_adapter.nn_functional.relu"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,97,97,torch.nn.functional.relu,SUPPORTED,"The corresponding api of ""torch.nn.functional.relu"" is ""mindspore.ops.ReLU"", will be converted to ""x2ms_adapter.nn_functional.relu"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,99,99,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,100,100,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\asgcn.py,101,101,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,14,14,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,20,20,torch.nn.Embedding.from_pretrained,SUPPORTED,"""torch.nn.Embedding.from_pretrained"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.Embedding.from_pretrained"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,20,20,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,20,20,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,24,24,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,28,28,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,29,29,torch.max,SUPPORTED,"The corresponding api of ""torch.max"" is ""mindspore.ops.ArgMaxWithValue"", will be converted to ""x2ms_adapter.x2ms_max"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,30,30,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,35,35,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,35,35,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,37,37,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,40,40,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,42,42,torch.squeeze,SUPPORTED,"The corresponding api of ""torch.squeeze"" is ""mindspore.ops.Squeeze"", will be converted to ""x2ms_adapter.squeeze"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\atae_lstm.py,42,42,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,14,14,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,21,21,torch.nn.Embedding.from_pretrained,SUPPORTED,"""torch.nn.Embedding.from_pretrained"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.Embedding.from_pretrained"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,21,21,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,21,21,torch.float,SUPPORTED,"""torch.float"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.float32"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,23,23,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,24,24,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,25,25,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,26,26,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,30,30,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,31,31,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,36,36,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,36,36,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,44,44,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,45,45,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,84,84,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,85,85,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,90,90,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,91,91,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,99,99,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,100,100,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,109,109,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,110,110,torch.div,SUPPORTED,"The corresponding api of ""torch.div"" is ""mindspore.ops.Div"", will be converted to ""x2ms_adapter.div"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,123,123,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,124,124,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,126,126,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,126,126,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,127,127,torch.matmul,SUPPORTED,"The corresponding api of ""torch.matmul"" is ""mindspore.nn.MatMul"", will be converted to ""x2ms_adapter.matmul"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\cabasc.py,132,132,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\ian.py,13,13,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\ian.py,19,19,torch.nn.Embedding.from_pretrained,SUPPORTED,"""torch.nn.Embedding.from_pretrained"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.Embedding.from_pretrained"" by x2mindspore."
pyabsa\core\apc\classic\__glove__\models\ian.py,19,19,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
